"filename", "language", "YAML", "Python", "toml", "pip requirements", "Log", "JSON", "JavaScript", "HTML", "XML", "Markdown", "CSS", "comment", "blank", "total"
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\is.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\it.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\ja.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\km.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\ko.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\lt.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\lv.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\mk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\ms.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\nb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\nl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\pl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\pt-BR.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\pt.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\ro.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\ru.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\sk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\sr-Cyrl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\sr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\sv.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\th.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\tr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\uk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\vi.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\zh-CN.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\i18n\zh-TW.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\select2.full.js", "JavaScript", 0, 0, 0, 0, 0, 0, 4841, 0, 0, 0, 0, 327, 1269, 6437
"e:\Programming\EliteMangaNew\static\admin\js\vendor\select2\select2.full.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\Programming\EliteMangaNew\static\admin\js\vendor\xregexp\xregexp.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1223, 0, 0, 0, 0, 920, 166, 2309
"e:\Programming\EliteMangaNew\static\admin\js\vendor\xregexp\xregexp.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 1, 19
"e:\Programming\EliteMangaNew\static\rest_framework\css\bootstrap-theme.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 6
"e:\Programming\EliteMangaNew\static\rest_framework\css\bootstrap-tweaks.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 15, 45, 234
"e:\Programming\EliteMangaNew\static\rest_framework\css\bootstrap.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 6
"e:\Programming\EliteMangaNew\static\rest_framework\css\default.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 3, 18, 83
"e:\Programming\EliteMangaNew\static\rest_framework\css\font-awesome-4.0.3.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1329, 9, 1, 1339
"e:\Programming\EliteMangaNew\static\rest_framework\css\prettify.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 1, 2, 30
"e:\Programming\EliteMangaNew\static\rest_framework\docs\css\base.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 284, 4, 65, 353
"e:\Programming\EliteMangaNew\static\rest_framework\docs\css\highlight.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 6, 19, 126
"e:\Programming\EliteMangaNew\static\rest_framework\docs\css\jquery.json-view.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 11
"e:\Programming\EliteMangaNew\static\rest_framework\docs\js\api.js", "JavaScript", 0, 0, 0, 0, 0, 0, 264, 0, 0, 0, 0, 21, 37, 322
"e:\Programming\EliteMangaNew\static\rest_framework\docs\js\highlight.pack.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"e:\Programming\EliteMangaNew\static\rest_framework\docs\js\jquery.json-view.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 7
"e:\Programming\EliteMangaNew\static\rest_framework\fonts\fontawesome-webfont.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 414, 0, 0, 0, 1, 415
"e:\Programming\EliteMangaNew\static\rest_framework\fonts\glyphicons-halflings-regular.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 1, 289
"e:\Programming\EliteMangaNew\static\rest_framework\js\ajax-form.js", "JavaScript", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 57, 12, 128
"e:\Programming\EliteMangaNew\static\rest_framework\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 6
"e:\Programming\EliteMangaNew\static\rest_framework\js\coreapi-0.1.1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1163, 0, 0, 0, 0, 613, 267, 2043
"e:\Programming\EliteMangaNew\static\rest_framework\js\csrf.js", "JavaScript", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 9, 10, 53
"e:\Programming\EliteMangaNew\static\rest_framework\js\default.js", "JavaScript", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 6, 10, 48
"e:\Programming\EliteMangaNew\static\rest_framework\js\jquery-3.3.1.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
"e:\Programming\EliteMangaNew\static\rest_framework\js\prettify-min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 29
"e:\Programming\EliteMangaNew\ui\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 32, 69
"e:\Programming\EliteMangaNew\ui\debug.log", "Log", 0, 0, 0, 0, 3133, 0, 0, 0, 0, 0, 0, 0, 1, 3134
"e:\Programming\EliteMangaNew\ui\firebase-debug.log", "Log", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"e:\Programming\EliteMangaNew\ui\package-lock.json", "JSON", 0, 0, 0, 0, 0, 16231, 0, 0, 0, 0, 0, 0, 1, 16232
"e:\Programming\EliteMangaNew\ui\package.json", "JSON", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 1, 55
"e:\Programming\EliteMangaNew\ui\public\debug.log", "Log", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\Programming\EliteMangaNew\ui\public\firebase-messaging-sw.js", "JavaScript", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 1, 4, 26
"e:\Programming\EliteMangaNew\ui\public\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 14, 3, 55
"e:\Programming\EliteMangaNew\ui\public\manifest.json", "JSON", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 27
"e:\Programming\EliteMangaNew\ui\src\App.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 824, 27, 9, 860
"e:\Programming\EliteMangaNew\ui\src\App.js", "JavaScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 41, 6, 55
"e:\Programming\EliteMangaNew\ui\src\App.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"e:\Programming\EliteMangaNew\ui\src\Display\HOC\axiosConfig.js", "JavaScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"e:\Programming\EliteMangaNew\ui\src\Display\HOC\manga\Chapter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 2, 25
"e:\Programming\EliteMangaNew\ui\src\Display\HOC\manga\ChapterList.js", "JavaScript", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 2, 34
"e:\Programming\EliteMangaNew\ui\src\Display\HOC\manga\Favorites.js", "JavaScript", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 2, 40
"e:\Programming\EliteMangaNew\ui\src\Display\HOC\manga\GetManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 4, 52
"e:\Programming\EliteMangaNew\ui\src\Display\HOC\manga\Mangainfo.js", "JavaScript", 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 3, 103
"e:\Programming\EliteMangaNew\ui\src\Display\HOC\usermanga\GetUserManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 1, 22
"e:\Programming\EliteMangaNew\ui\src\Display\HOC\usermanga\UserManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 2, 31
"e:\Programming\EliteMangaNew\ui\src\Display\HOC\usermanga\addManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Layout\Footer.js", "JavaScript", 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 5, 171
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Layout\Layout.js", "JavaScript", 0, 0, 0, 0, 0, 0, 272, 0, 0, 0, 0, 24, 9, 305
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\ChapterList\ChapterList.js", "JavaScript", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 2, 2, 109
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\ContactForm\ContactForm.js", "JavaScript", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 1, 3, 87
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Home\Hero.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 2, 26
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Home\Heroes.js", "JavaScript", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 3, 65
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Home\Home.js", "JavaScript", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 2, 7, 86
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Home\HotAnime.js", "JavaScript", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 2, 66
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Home\HotManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 2, 66
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Home\LatestAnime.js", "JavaScript", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 3, 65
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Home\LatestManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 3, 67
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Home\Left.js", "JavaScript", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 3, 78
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Home\Lists.js", "JavaScript", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 3, 63
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Home\Unreleased.js", "JavaScript", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 3, 81
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\HotManga.js\HotManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 4, 71
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\ListDetail\ListDetail.js", "JavaScript", 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 3, 129
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\List\Lists.js", "JavaScript", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 3, 91
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Login\Login.js", "JavaScript", 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 1, 4, 165
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaDetail\DetailTabs\Comment.js", "JavaScript", 0, 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 1, 8, 240
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaDetail\DetailTabs\ElitemangaReview.js", "JavaScript", 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 9, 167
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaDetail\DetailTabs\MangaInfo.js", "JavaScript", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 2, 39
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaDetail\DetailTabs\Readon.js", "JavaScript", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 2, 66
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaDetail\DetailTabs\Reply.js", "JavaScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 3, 17
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaDetail\DetailTabs\UserReview.js", "JavaScript", 0, 0, 0, 0, 0, 0, 325, 0, 0, 0, 0, 1, 11, 337
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaDetail\Info.js", "JavaScript", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 2, 75
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaDetail\MangaDetail.js", "JavaScript", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 1, 4, 83
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaDetail\NormalCard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 3, 79
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaDetail\SimilarManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 2, 93
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\MangaList\MangaList.js", "JavaScript", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 1, 2, 86
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\PasswordReset\PasswordReset.js", "JavaScript", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 1, 2, 80
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Profile\Profile.js", "JavaScript", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 57, 5, 157
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Profile\Stats.js", "JavaScript", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 2, 29
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Profile\UploadIcon.1cedb6e9.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\RandomManga\RandomManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 7, 5, 158
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\RandomManga\display.js", "JavaScript", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Recents\Recents.js", "JavaScript", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 2, 3, 55
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Search\Search.js", "JavaScript", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 1, 4, 83
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Signup\Profile.js", "JavaScript", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 41, 4, 131
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Signup\SignStepper.js", "JavaScript", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 3, 24
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Signup\SignUp.js", "JavaScript", 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 1, 9, 228
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\UserReview\Reply.js", "JavaScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 3, 17
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\UserReview\Reviews.js", "JavaScript", 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 1, 5, 188
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\UserReview\UserReviews.js", "JavaScript", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 7, 155
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\Viewer\Viewer.js", "JavaScript", 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 7, 216
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\components\BlogView.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\components\MangaCards\LastReadIcon.js", "JavaScript", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 3, 81
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\components\MangaCards\LastUpdatedManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 2, 78
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\components\MangaCards\SingleManga.js", "JavaScript", 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 3, 117
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\components\MangaCards\sidebarCard\SideCard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 2, 83
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\components\Placeholders\PlaceholderCard.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 4, 28
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\components\Placeholders\PlaceholderItem.js", "JavaScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 3, 18
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\components\PollsView.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Pages\components\Pop.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 2, 26
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 2, 15
"e:\Programming\EliteMangaNew\ui\src\Display\Web\Web.js", "JavaScript", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 4, 43
"e:\Programming\EliteMangaNew\ui\src\Display\Web\loader.js", "JavaScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 2, 16
"e:\Programming\EliteMangaNew\ui\src\Display\Web\routes.js", "JavaScript", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 3, 3, 67
"e:\Programming\EliteMangaNew\ui\src\Switcher.js", "JavaScript", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 6, 29
"e:\Programming\EliteMangaNew\ui\src\back.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 286, 0, 0, 1, 1, 288
"e:\Programming\EliteMangaNew\ui\src\bg.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 1, 1, 18
"e:\Programming\EliteMangaNew\ui\src\firebase-messaging-sw.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Programming\EliteMangaNew\ui\src\index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 5, 2, 44
"e:\Programming\EliteMangaNew\ui\src\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 4, 6, 38
"e:\Programming\EliteMangaNew\ui\src\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"e:\Programming\EliteMangaNew\ui\src\mobile.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 2, 6, 206
"e:\Programming\EliteMangaNew\ui\src\serviceWorker.js", "JavaScript", 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 31, 13, 138
"e:\Programming\EliteMangaNew\ui\src\setupTests.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
"e:\Programming\EliteMangaNew\ui\src\store\actions\actionTypes.js", "JavaScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"e:\Programming\EliteMangaNew\ui\src\store\actions\auth.js", "JavaScript", 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 13, 13, 167
"e:\Programming\EliteMangaNew\ui\src\store\reducers\auth.js", "JavaScript", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 9, 87
"e:\Programming\EliteMangaNew\ui\src\store\utility.js", "JavaScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"e:\Programming\EliteMangaNew\users\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Programming\EliteMangaNew\users\admin.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"e:\Programming\EliteMangaNew\users\apps.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
"e:\Programming\EliteMangaNew\users\migrations\0001_initial.py", "Python", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 58
"e:\Programming\EliteMangaNew\users\migrations\0002_profile_date_joined.py", "Python", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 21
"e:\Programming\EliteMangaNew\users\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Programming\EliteMangaNew\users\models.py", "Python", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 75
"e:\Programming\EliteMangaNew\users\signals.py", "Python", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 38
"e:\Programming\EliteMangaNew\users\tests.py", "Python", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"e:\Programming\EliteMangaNew\users\views.py", "Python", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"Total", "-", 6, 2478, 52, 52, 3166, 24144, 21964, 38, 1138, 71, 6734, 4856, 5977, 70676